"Action","Type","Status","RelativePath","Name","Extension","SourcePath","TargetPath","SourceSize","TargetSize","SizeDifference","SourceModified","TargetModified","Recommendation","Notes"
"I","File","OnlyInTarget","1 Moved Folders\CDT Business\0000 - Future Folder set up\1 National Acts\bdf holdings (barrett-ndex)\CO Denver\Bannock Lease & Assign\Denver Sublease+\Comps\Denver LoDo Sublease 1625 17th St - 6289 RSF e 8-19-15_files-user-PC\image009.jpg","image009.jpg",".jpg","C:\Users\cameront\TAPLEY Dropbox\1 Moved Folders\CDT Business\0000 - Future Folder set up\1 National Acts\bdf holdings (barrett-ndex)\CO Denver\Bannock Lease & Assign\Denver Sublease+\Comps\Denver LoDo Sublease 1625 17th St - 6289 RSF e 8-19-15_files-user-PC\image009.jpg","","0 B","1.06 KB","-1,082.00 B","","8/19/2015 3:29:54 PM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","1 Moved Folders\CDT Business\0000 - Future Folder set up\1 National Acts\bdf holdings (barrett-ndex)\CO Denver\Bannock Lease & Assign\Denver Sublease+\Furniture Info\Direct Lease MRA\BDF Denver Direct Lease Review Response to Trent e 10-22-15_files\image003.jpg","image003.jpg",".jpg","C:\Users\cameront\TAPLEY Dropbox\1 Moved Folders\CDT Business\0000 - Future Folder set up\1 National Acts\bdf holdings (barrett-ndex)\CO Denver\Bannock Lease & Assign\Denver Sublease+\Furniture Info\Direct Lease MRA\BDF Denver Direct Lease Review Response to Trent e 10-22-15_files\image003.jpg","","0 B","3.06 KB","-3,130.00 B","","10/22/2015 8:57:38 AM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","1 Moved Folders\CDT Business\0000 - Future Folder set up\1 National Acts\bdf holdings (barrett-ndex)\CO Denver\Bannock Lease & Assign\Denver Sublease+\Listing Agr\BDF Denver Sublease Listing Agr & Savings Analysis Update e 10-3-15_files\colorschememapping.xml","colorschememapping.xml",".xml","C:\Users\cameront\TAPLEY Dropbox\1 Moved Folders\CDT Business\0000 - Future Folder set up\1 National Acts\bdf holdings (barrett-ndex)\CO Denver\Bannock Lease & Assign\Denver Sublease+\Listing Agr\BDF Denver Sublease Listing Agr & Savings Analysis Update e 10-3-15_files\colorschememapping.xml","","0 B","314.00 B","-314.00 B","","10/3/2015 5:54:06 PM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","1 Moved Folders\CDT Business\0000 - Future Folder set up\1 National Acts\bdf holdings (barrett-ndex)\CO Denver\Bannock Lease & Assign\Denver Sublease+\Listing Agr\BDF Denver Sublease Listing Agr & Savings Analysis Update e 10-3-15_files\filelist.xml","filelist.xml",".xml","C:\Users\cameront\TAPLEY Dropbox\1 Moved Folders\CDT Business\0000 - Future Folder set up\1 National Acts\bdf holdings (barrett-ndex)\CO Denver\Bannock Lease & Assign\Denver Sublease+\Listing Agr\BDF Denver Sublease Listing Agr & Savings Analysis Update e 10-3-15_files\filelist.xml","","0 B","360.00 B","-360.00 B","","10/3/2015 5:54:06 PM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","1 Moved Folders\CDT Business\0000 - Future Folder set up\1 National Acts\bdf holdings (barrett-ndex)\CO Denver\Bannock Lease & Assign\Denver Sublease+\Listing Agr\BDF Denver Sublease Listing Agr & Savings Analysis Update e 10-3-15_files\image001.jpg","image001.jpg",".jpg","C:\Users\cameront\TAPLEY Dropbox\1 Moved Folders\CDT Business\0000 - Future Folder set up\1 National Acts\bdf holdings (barrett-ndex)\CO Denver\Bannock Lease & Assign\Denver Sublease+\Listing Agr\BDF Denver Sublease Listing Agr & Savings Analysis Update e 10-3-15_files\image001.jpg","","0 B","14.22 KB","-14,557.00 B","","10/3/2015 5:54:06 PM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","1 Moved Folders\CDT Business\0000 - Future Folder set up\1 National Acts\bdf holdings (barrett-ndex)\CO Denver\Bannock Lease & Assign\Denver Sublease+\Listing Agr\BDF Denver Sublease Listing Agr & Savings Analysis Update e 10-3-15_files\image002.jpg","image002.jpg",".jpg","C:\Users\cameront\TAPLEY Dropbox\1 Moved Folders\CDT Business\0000 - Future Folder set up\1 National Acts\bdf holdings (barrett-ndex)\CO Denver\Bannock Lease & Assign\Denver Sublease+\Listing Agr\BDF Denver Sublease Listing Agr & Savings Analysis Update e 10-3-15_files\image002.jpg","","0 B","2.01 KB","-2,062.00 B","","10/3/2015 5:54:06 PM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","1 Moved Folders\CDT Business\0000 - Future Folder set up\1 National Acts\bdf holdings (barrett-ndex)\CO Denver\Bannock Lease & Assign\Denver Sublease+\Listing Agr\BDF Denver Sublease Listing Agr & Savings Analysis Update e 10-3-15_files\themedata.thmx","themedata.thmx",".thmx","C:\Users\cameront\TAPLEY Dropbox\1 Moved Folders\CDT Business\0000 - Future Folder set up\1 National Acts\bdf holdings (barrett-ndex)\CO Denver\Bannock Lease & Assign\Denver Sublease+\Listing Agr\BDF Denver Sublease Listing Agr & Savings Analysis Update e 10-3-15_files\themedata.thmx","","0 B","3.06 KB","-3,134.00 B","","10/3/2015 5:54:06 PM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","1 Moved Folders\CDT Business\0000 - Future Folder set up\1 National Acts\bdf holdings (barrett-ndex)\CO Denver\Bannock Lease & Assign\Denver Sublease+\Listing Agr\BDF Denver Sublease Listing Agr & Savings Analysis Update e 10-3-15_files-user-PC\colorschememapping.xml","colorschememapping.xml",".xml","C:\Users\cameront\TAPLEY Dropbox\1 Moved Folders\CDT Business\0000 - Future Folder set up\1 National Acts\bdf holdings (barrett-ndex)\CO Denver\Bannock Lease & Assign\Denver Sublease+\Listing Agr\BDF Denver Sublease Listing Agr & Savings Analysis Update e 10-3-15_files-user-PC\colorschememapping.xml","","0 B","314.00 B","-314.00 B","","10/3/2015 5:54:06 PM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","1 Moved Folders\CDT Business\0000 - Future Folder set up\1 National Acts\bdf holdings (barrett-ndex)\CO Denver\Bannock Lease & Assign\Denver Sublease+\Listing Agr\BDF Denver Sublease Listing Agr & Savings Analysis Update e 10-3-15_files-user-PC\image001.jpg","image001.jpg",".jpg","C:\Users\cameront\TAPLEY Dropbox\1 Moved Folders\CDT Business\0000 - Future Folder set up\1 National Acts\bdf holdings (barrett-ndex)\CO Denver\Bannock Lease & Assign\Denver Sublease+\Listing Agr\BDF Denver Sublease Listing Agr & Savings Analysis Update e 10-3-15_files-user-PC\image001.jpg","","0 B","14.22 KB","-14,557.00 B","","10/3/2015 5:54:06 PM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","1 Moved Folders\CDT Business\0000 - Future Folder set up\1 National Acts\bdf holdings (barrett-ndex)\CO Denver\Bannock Lease & Assign\Denver Sublease+\Listing Agr\BDF Denver Sublease Listing Agr & Savings Analysis Update e 10-3-15_files-user-PC\themedata.thmx","themedata.thmx",".thmx","C:\Users\cameront\TAPLEY Dropbox\1 Moved Folders\CDT Business\0000 - Future Folder set up\1 National Acts\bdf holdings (barrett-ndex)\CO Denver\Bannock Lease & Assign\Denver Sublease+\Listing Agr\BDF Denver Sublease Listing Agr & Savings Analysis Update e 10-3-15_files-user-PC\themedata.thmx","","0 B","3.06 KB","-3,134.00 B","","10/3/2015 5:54:06 PM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","1 Moved Folders\CDT Business\0000 - Future Folder set up\1 National Acts\bdf holdings (barrett-ndex)\CO Denver\Bannock Lease & Assign\Denver Sublease+\Prospects+\BDF Denver Sublease Prospective Lease Requirement e 8-25-15_files\colorschememapping.xml","colorschememapping.xml",".xml","C:\Users\cameront\TAPLEY Dropbox\1 Moved Folders\CDT Business\0000 - Future Folder set up\1 National Acts\bdf holdings (barrett-ndex)\CO Denver\Bannock Lease & Assign\Denver Sublease+\Prospects+\BDF Denver Sublease Prospective Lease Requirement e 8-25-15_files\colorschememapping.xml","","0 B","314.00 B","-314.00 B","","8/25/2015 3:27:51 PM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","1 Moved Folders\CDT Business\0000 - Future Folder set up\1 National Acts\bdf holdings (barrett-ndex)\CO Denver\Bannock Lease & Assign\Denver Sublease+\Prospects+\BDF Denver Sublease Prospective Lease Requirement e 8-25-15_files\filelist.xml","filelist.xml",".xml","C:\Users\cameront\TAPLEY Dropbox\1 Moved Folders\CDT Business\0000 - Future Folder set up\1 National Acts\bdf holdings (barrett-ndex)\CO Denver\Bannock Lease & Assign\Denver Sublease+\Prospects+\BDF Denver Sublease Prospective Lease Requirement e 8-25-15_files\filelist.xml","","0 B","630.00 B","-630.00 B","","8/25/2015 3:27:51 PM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","1 Moved Folders\CDT Business\0000 - Future Folder set up\1 National Acts\bdf holdings (barrett-ndex)\CO Denver\Bannock Lease & Assign\Denver Sublease+\Prospects+\BDF Denver Sublease Prospective Lease Requirement e 8-25-15_files\image001.jpg","image001.jpg",".jpg","C:\Users\cameront\TAPLEY Dropbox\1 Moved Folders\CDT Business\0000 - Future Folder set up\1 National Acts\bdf holdings (barrett-ndex)\CO Denver\Bannock Lease & Assign\Denver Sublease+\Prospects+\BDF Denver Sublease Prospective Lease Requirement e 8-25-15_files\image001.jpg","","0 B","14.22 KB","-14,557.00 B","","8/25/2015 3:27:51 PM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","1 Moved Folders\CDT Business\0000 - Future Folder set up\1 National Acts\bdf holdings (barrett-ndex)\CO Denver\Bannock Lease & Assign\Denver Sublease+\Prospects+\BDF Denver Sublease Prospective Lease Requirement e 8-25-15_files\image002.jpg","image002.jpg",".jpg","C:\Users\cameront\TAPLEY Dropbox\1 Moved Folders\CDT Business\0000 - Future Folder set up\1 National Acts\bdf holdings (barrett-ndex)\CO Denver\Bannock Lease & Assign\Denver Sublease+\Prospects+\BDF Denver Sublease Prospective Lease Requirement e 8-25-15_files\image002.jpg","","0 B","2.02 KB","-2,065.00 B","","8/25/2015 3:27:51 PM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","1 Moved Folders\CDT Business\0000 - Future Folder set up\1 National Acts\bdf holdings (barrett-ndex)\CO Denver\Bannock Lease & Assign\Denver Sublease+\Prospects+\BDF Denver Sublease Prospective Lease Requirement e 8-25-15_files\image003.jpg","image003.jpg",".jpg","C:\Users\cameront\TAPLEY Dropbox\1 Moved Folders\CDT Business\0000 - Future Folder set up\1 National Acts\bdf holdings (barrett-ndex)\CO Denver\Bannock Lease & Assign\Denver Sublease+\Prospects+\BDF Denver Sublease Prospective Lease Requirement e 8-25-15_files\image003.jpg","","0 B","7.17 KB","-7,347.00 B","","8/25/2015 3:27:51 PM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","1 Moved Folders\CDT Business\0000 - Future Folder set up\1 National Acts\bdf holdings (barrett-ndex)\CO Denver\Bannock Lease & Assign\Denver Sublease+\Prospects+\BDF Denver Sublease Prospective Lease Requirement e 8-25-15_files\image004.jpg","image004.jpg",".jpg","C:\Users\cameront\TAPLEY Dropbox\1 Moved Folders\CDT Business\0000 - Future Folder set up\1 National Acts\bdf holdings (barrett-ndex)\CO Denver\Bannock Lease & Assign\Denver Sublease+\Prospects+\BDF Denver Sublease Prospective Lease Requirement e 8-25-15_files\image004.jpg","","0 B","5.88 KB","-6,018.00 B","","8/25/2015 3:27:51 PM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","1 Moved Folders\CDT Business\0000 - Future Folder set up\1 National Acts\bdf holdings (barrett-ndex)\CO Denver\Bannock Lease & Assign\Denver Sublease+\Prospects+\BDF Denver Sublease Prospective Lease Requirement e 8-25-15_files\image005.png","image005.png",".png","C:\Users\cameront\TAPLEY Dropbox\1 Moved Folders\CDT Business\0000 - Future Folder set up\1 National Acts\bdf holdings (barrett-ndex)\CO Denver\Bannock Lease & Assign\Denver Sublease+\Prospects+\BDF Denver Sublease Prospective Lease Requirement e 8-25-15_files\image005.png","","0 B","1.45 KB","-1,485.00 B","","8/25/2015 3:27:51 PM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","1 Moved Folders\CDT Business\0000 - Future Folder set up\1 National Acts\bdf holdings (barrett-ndex)\CO Denver\Bannock Lease & Assign\Denver Sublease+\Prospects+\BDF Denver Sublease Prospective Lease Requirement e 8-25-15_files\image006.gif","image006.gif",".gif","C:\Users\cameront\TAPLEY Dropbox\1 Moved Folders\CDT Business\0000 - Future Folder set up\1 National Acts\bdf holdings (barrett-ndex)\CO Denver\Bannock Lease & Assign\Denver Sublease+\Prospects+\BDF Denver Sublease Prospective Lease Requirement e 8-25-15_files\image006.gif","","0 B","669.00 B","-669.00 B","","8/25/2015 3:27:51 PM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","1 Moved Folders\CDT Business\0000 - Future Folder set up\1 National Acts\bdf holdings (barrett-ndex)\CO Denver\Bannock Lease & Assign\Denver Sublease+\Prospects+\BDF Denver Sublease Prospective Lease Requirement e 8-25-15_files\image007.png","image007.png",".png","C:\Users\cameront\TAPLEY Dropbox\1 Moved Folders\CDT Business\0000 - Future Folder set up\1 National Acts\bdf holdings (barrett-ndex)\CO Denver\Bannock Lease & Assign\Denver Sublease+\Prospects+\BDF Denver Sublease Prospective Lease Requirement e 8-25-15_files\image007.png","","0 B","1.32 KB","-1,349.00 B","","8/25/2015 3:27:51 PM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","1 Moved Folders\CDT Business\0000 - Future Folder set up\1 National Acts\bdf holdings (barrett-ndex)\CO Denver\Bannock Lease & Assign\Denver Sublease+\Prospects+\BDF Denver Sublease Prospective Lease Requirement e 8-25-15_files\image008.gif","image008.gif",".gif","C:\Users\cameront\TAPLEY Dropbox\1 Moved Folders\CDT Business\0000 - Future Folder set up\1 National Acts\bdf holdings (barrett-ndex)\CO Denver\Bannock Lease & Assign\Denver Sublease+\Prospects+\BDF Denver Sublease Prospective Lease Requirement e 8-25-15_files\image008.gif","","0 B","377.00 B","-377.00 B","","8/25/2015 3:27:51 PM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","1 Moved Folders\CDT Business\0000 - Future Folder set up\1 National Acts\bdf holdings (barrett-ndex)\CO Denver\Bannock Lease & Assign\Denver Sublease+\Prospects+\BDF Denver Sublease Prospective Lease Requirement e 8-25-15_files\image009.png","image009.png",".png","C:\Users\cameront\TAPLEY Dropbox\1 Moved Folders\CDT Business\0000 - Future Folder set up\1 National Acts\bdf holdings (barrett-ndex)\CO Denver\Bannock Lease & Assign\Denver Sublease+\Prospects+\BDF Denver Sublease Prospective Lease Requirement e 8-25-15_files\image009.png","","0 B","1.54 KB","-1,573.00 B","","8/25/2015 3:27:51 PM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","1 Moved Folders\CDT Business\0000 - Future Folder set up\1 National Acts\bdf holdings (barrett-ndex)\CO Denver\Bannock Lease & Assign\Denver Sublease+\Prospects+\BDF Denver Sublease Prospective Lease Requirement e 8-25-15_files\image010.gif","image010.gif",".gif","C:\Users\cameront\TAPLEY Dropbox\1 Moved Folders\CDT Business\0000 - Future Folder set up\1 National Acts\bdf holdings (barrett-ndex)\CO Denver\Bannock Lease & Assign\Denver Sublease+\Prospects+\BDF Denver Sublease Prospective Lease Requirement e 8-25-15_files\image010.gif","","0 B","1.07 KB","-1,097.00 B","","8/25/2015 3:27:51 PM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","1 Moved Folders\CDT Business\0000 - Future Folder set up\1 National Acts\bdf holdings (barrett-ndex)\CO Denver\Bannock Lease & Assign\Denver Sublease+\Prospects+\BDF Denver Sublease Prospective Lease Requirement e 8-25-15_files\image011.jpg","image011.jpg",".jpg","C:\Users\cameront\TAPLEY Dropbox\1 Moved Folders\CDT Business\0000 - Future Folder set up\1 National Acts\bdf holdings (barrett-ndex)\CO Denver\Bannock Lease & Assign\Denver Sublease+\Prospects+\BDF Denver Sublease Prospective Lease Requirement e 8-25-15_files\image011.jpg","","0 B","1.06 KB","-1,082.00 B","","8/25/2015 3:27:51 PM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","1 Moved Folders\CDT Business\0000 - Future Folder set up\1 National Acts\bdf holdings (barrett-ndex)\CO Denver\Bannock Lease & Assign\Denver Sublease+\Prospects+\BDF Denver Sublease Prospective Lease Requirement e 8-25-15_files\themedata.thmx","themedata.thmx",".thmx","C:\Users\cameront\TAPLEY Dropbox\1 Moved Folders\CDT Business\0000 - Future Folder set up\1 National Acts\bdf holdings (barrett-ndex)\CO Denver\Bannock Lease & Assign\Denver Sublease+\Prospects+\BDF Denver Sublease Prospective Lease Requirement e 8-25-15_files\themedata.thmx","","0 B","3.06 KB","-3,134.00 B","","8/25/2015 3:27:51 PM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","1 Moved Folders\CDT Business\1 Moved Folders Personal\BDF Holdings (Barrett-NDeX)\CA Ontario (Diamond Bar)\2009 Lease Options\Market Survey\Property Flyers\FW Diamond Bar AVL; OFFICE FOR SUBLEASE 11849 SF $1.60 FSG - PRICE REDUCTION!_files\colorschememapping.xml","colorschememapping.xml",".xml","C:\Users\cameront\TAPLEY Dropbox\1 Moved Folders\CDT Business\1 Moved Folders Personal\BDF Holdings (Barrett-NDeX)\CA Ontario (Diamond Bar)\2009 Lease Options\Market Survey\Property Flyers\FW Diamond Bar AVL; OFFICE FOR SUBLEASE 11849 SF $1.60 FSG - PRICE REDUCTION!_files\colorschememapping.xml","","0 B","314.00 B","-314.00 B","","2/2/2009 2:00:45 PM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","1 Moved Folders\CDT Business\1 Moved Folders Personal\BDF Holdings (Barrett-NDeX)\CA Ontario (Diamond Bar)\2009 Lease Options\Market Survey\Property Flyers\FW Diamond Bar AVL; OFFICE FOR SUBLEASE 11849 SF $1.60 FSG - PRICE REDUCTION!_files\filelist.xml","filelist.xml",".xml","C:\Users\cameront\TAPLEY Dropbox\1 Moved Folders\CDT Business\1 Moved Folders Personal\BDF Holdings (Barrett-NDeX)\CA Ontario (Diamond Bar)\2009 Lease Options\Market Survey\Property Flyers\FW Diamond Bar AVL; OFFICE FOR SUBLEASE 11849 SF $1.60 FSG - PRICE REDUCTION!_files\filelist.xml","","0 B","372.00 B","-372.00 B","","2/2/2009 2:00:45 PM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","1 Moved Folders\CDT Business\1 Moved Folders Personal\BDF Holdings (Barrett-NDeX)\CA Ontario (Diamond Bar)\2009 Lease Options\Market Survey\Property Flyers\FW Diamond Bar AVL; OFFICE FOR SUBLEASE 11849 SF $1.60 FSG - PRICE REDUCTION!_files\image001.gif","image001.gif",".gif","C:\Users\cameront\TAPLEY Dropbox\1 Moved Folders\CDT Business\1 Moved Folders Personal\BDF Holdings (Barrett-NDeX)\CA Ontario (Diamond Bar)\2009 Lease Options\Market Survey\Property Flyers\FW Diamond Bar AVL; OFFICE FOR SUBLEASE 11849 SF $1.60 FSG - PRICE REDUCTION!_files\image001.gif","","0 B","73.00 B","-73.00 B","","2/2/2009 2:00:45 PM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","1 Moved Folders\CDT Business\1 Moved Folders Personal\BDF Holdings (Barrett-NDeX)\CA Ontario (Diamond Bar)\2009 Lease Options\Market Survey\Property Flyers\FW Diamond Bar AVL; OFFICE FOR SUBLEASE 11849 SF $1.60 FSG - PRICE REDUCTION!_files\image002.gif","image002.gif",".gif","C:\Users\cameront\TAPLEY Dropbox\1 Moved Folders\CDT Business\1 Moved Folders Personal\BDF Holdings (Barrett-NDeX)\CA Ontario (Diamond Bar)\2009 Lease Options\Market Survey\Property Flyers\FW Diamond Bar AVL; OFFICE FOR SUBLEASE 11849 SF $1.60 FSG - PRICE REDUCTION!_files\image002.gif","","0 B","189.32 KB","-193,859.00 B","","2/2/2009 2:00:45 PM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","1 Moved Folders\CDT Business\1 Moved Folders Personal\BDF Holdings (Barrett-NDeX)\CA Ontario (Diamond Bar)\2009 Lease Options\Market Survey\Property Flyers\FW Diamond Bar AVL; OFFICE FOR SUBLEASE 11849 SF $1.60 FSG - PRICE REDUCTION!_files\themedata.thmx","themedata.thmx",".thmx","C:\Users\cameront\TAPLEY Dropbox\1 Moved Folders\CDT Business\1 Moved Folders Personal\BDF Holdings (Barrett-NDeX)\CA Ontario (Diamond Bar)\2009 Lease Options\Market Survey\Property Flyers\FW Diamond Bar AVL; OFFICE FOR SUBLEASE 11849 SF $1.60 FSG - PRICE REDUCTION!_files\themedata.thmx","","0 B","3.01 KB","-3,081.00 B","","2/2/2009 2:00:45 PM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","1 Moved Folders\CDT Business\1 Moved Folders Personal\BDF Holdings (Barrett-NDeX)\CO Denver\Bannock Lease & Assign\Denver Sublease\MRA\Direct Lease MRA\BDF Denver CO Direct Lease Market Rate Analysis Revisions e 9-25-15_files\colorschememapping.xml","colorschememapping.xml",".xml","C:\Users\cameront\TAPLEY Dropbox\1 Moved Folders\CDT Business\1 Moved Folders Personal\BDF Holdings (Barrett-NDeX)\CO Denver\Bannock Lease & Assign\Denver Sublease\MRA\Direct Lease MRA\BDF Denver CO Direct Lease Market Rate Analysis Revisions e 9-25-15_files\colorschememapping.xml","","0 B","314.00 B","-314.00 B","","9/25/2015 11:43:36 AM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","1 Moved Folders\CDT Business\1 Moved Folders Personal\BDF Holdings (Barrett-NDeX)\CO Denver\Bannock Lease & Assign\Denver Sublease\MRA\Direct Lease MRA\BDF Denver CO Direct Lease Market Rate Analysis Revisions e 9-25-15_files\filelist.xml","filelist.xml",".xml","C:\Users\cameront\TAPLEY Dropbox\1 Moved Folders\CDT Business\1 Moved Folders Personal\BDF Holdings (Barrett-NDeX)\CO Denver\Bannock Lease & Assign\Denver Sublease\MRA\Direct Lease MRA\BDF Denver CO Direct Lease Market Rate Analysis Revisions e 9-25-15_files\filelist.xml","","0 B","356.00 B","-356.00 B","","9/25/2015 11:43:36 AM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","1 Moved Folders\CDT Business\1 Moved Folders Personal\BDF Holdings (Barrett-NDeX)\CO Denver\Bannock Lease & Assign\Denver Sublease\MRA\Direct Lease MRA\BDF Denver CO Direct Lease Market Rate Analysis Revisions e 9-25-15_files\image001.jpg","image001.jpg",".jpg","C:\Users\cameront\TAPLEY Dropbox\1 Moved Folders\CDT Business\1 Moved Folders Personal\BDF Holdings (Barrett-NDeX)\CO Denver\Bannock Lease & Assign\Denver Sublease\MRA\Direct Lease MRA\BDF Denver CO Direct Lease Market Rate Analysis Revisions e 9-25-15_files\image001.jpg","","0 B","14.22 KB","-14,557.00 B","","9/25/2015 11:43:36 AM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","1 Moved Folders\CDT Business\1 Moved Folders Personal\BDF Holdings (Barrett-NDeX)\CO Denver\Bannock Lease & Assign\Denver Sublease\MRA\Direct Lease MRA\BDF Denver CO Direct Lease Market Rate Analysis Revisions e 9-25-15_files\image002.jpg","image002.jpg",".jpg","C:\Users\cameront\TAPLEY Dropbox\1 Moved Folders\CDT Business\1 Moved Folders Personal\BDF Holdings (Barrett-NDeX)\CO Denver\Bannock Lease & Assign\Denver Sublease\MRA\Direct Lease MRA\BDF Denver CO Direct Lease Market Rate Analysis Revisions e 9-25-15_files\image002.jpg","","0 B","2.01 KB","-2,061.00 B","","9/25/2015 11:43:36 AM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","1 Moved Folders\CDT Business\1 Moved Folders Personal\BDF Holdings (Barrett-NDeX)\CO Denver\Bannock Lease & Assign\Denver Sublease\MRA\Direct Lease MRA\BDF Denver CO Direct Lease Market Rate Analysis Revisions e 9-25-15_files\themedata.thmx","themedata.thmx",".thmx","C:\Users\cameront\TAPLEY Dropbox\1 Moved Folders\CDT Business\1 Moved Folders Personal\BDF Holdings (Barrett-NDeX)\CO Denver\Bannock Lease & Assign\Denver Sublease\MRA\Direct Lease MRA\BDF Denver CO Direct Lease Market Rate Analysis Revisions e 9-25-15_files\themedata.thmx","","0 B","3.06 KB","-3,134.00 B","","9/25/2015 11:43:36 AM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","1 Moved Folders\CDT Business\1 Moved Folders Personal\BDF Holdings (Barrett-NDeX)\CO Denver\Bannock Lease & Assign\Denver Sublease+\Furniture Info\Direct Lease MRA\BDF Denver Direct Lease Review Response to Trent e 10-22-15_files\image003.jpg","image003.jpg",".jpg","C:\Users\cameront\TAPLEY Dropbox\1 Moved Folders\CDT Business\1 Moved Folders Personal\BDF Holdings (Barrett-NDeX)\CO Denver\Bannock Lease & Assign\Denver Sublease+\Furniture Info\Direct Lease MRA\BDF Denver Direct Lease Review Response to Trent e 10-22-15_files\image003.jpg","","0 B","3.06 KB","-3,130.00 B","","10/22/2015 8:57:38 AM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","1 Moved Folders\CDT Business\1 Moved Folders Personal\BDF Holdings (Barrett-NDeX)\CO Denver\Bannock Lease & Assign\Denver Sublease+\Listing Agr\BDF Denver Sublease Listing Agr & Savings Analysis Update e 10-3-15_files-user-PC\colorschememapping.xml","colorschememapping.xml",".xml","C:\Users\cameront\TAPLEY Dropbox\1 Moved Folders\CDT Business\1 Moved Folders Personal\BDF Holdings (Barrett-NDeX)\CO Denver\Bannock Lease & Assign\Denver Sublease+\Listing Agr\BDF Denver Sublease Listing Agr & Savings Analysis Update e 10-3-15_files-user-PC\colorschememapping.xml","","0 B","314.00 B","-314.00 B","","10/3/2015 5:54:06 PM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","1 Moved Folders\CDT Business\1 Moved Folders Personal\BDF Holdings (Barrett-NDeX)\CO Denver\Bannock Lease & Assign\Denver Sublease+\Listing Agr\BDF Denver Sublease Listing Agr & Savings Analysis Update e 10-3-15_files-user-PC\image001.jpg","image001.jpg",".jpg","C:\Users\cameront\TAPLEY Dropbox\1 Moved Folders\CDT Business\1 Moved Folders Personal\BDF Holdings (Barrett-NDeX)\CO Denver\Bannock Lease & Assign\Denver Sublease+\Listing Agr\BDF Denver Sublease Listing Agr & Savings Analysis Update e 10-3-15_files-user-PC\image001.jpg","","0 B","14.22 KB","-14,557.00 B","","10/3/2015 5:54:06 PM","Review for deletion or keep","File not in Source"
"I","File","OnlyInTarget","1 Moved Folders\CDT Business\1 Moved Folders Personal\BDF Holdings (Barrett-NDeX)\CO Denver\Bannock Lease & Assign\Denver Sublease+\Listing Agr\BDF Denver Sublease Listing Agr & Savings Analysis Update e 10-3-15_files-user-PC\themedata.thmx","themedata.thmx",".thmx","C:\Users\cameront\TAPLEY Dropbox\1 Moved Folders\CDT Business\1 Moved Folders Personal\BDF Holdings (Barrett-NDeX)\CO Denver\Bannock Lease & Assign\Denver Sublease+\Listing Agr\BDF Denver Sublease Listing Agr & Savings Analysis Update e 10-3-15_files-user-PC\themedata.thmx","","0 B","3.06 KB","-3,134.00 B","","10/3/2015 5:54:06 PM","Review for deletion or keep","File not in Source"
